customer_id,fico_score,fico_rating,default
2463684,655,2,0
7987506,693,2,0
1069228,721,1,0
6043209,710,1,0
3696341,541,5,1
7164264,587,4,0
2056764,581,4,0
8838592,572,4,1
1333173,706,2,0
8044249,582,4,1
7513697,710,1,0
6855647,705,2,0
7705484,672,2,0
8353705,568,4,1
2438598,511,5,0
4697237,640,3,0
5606201,709,1,0
8657174,707,1,0
7945285,651,3,0
8544432,662,2,0
6299123,766,1,0
5785982,692,2,0
3913463,590,4,0
5689764,657,2,0
3781641,592,4,1
8759358,718,1,0
2306791,720,1,0
1581185,636,3,0
6093138,654,3,0
8578451,513,5,0
3365880,587,4,1
2293998,671,2,0
7427998,655,2,0
4587569,609,3,1
7648411,641,3,0
7844104,621,3,0
2786846,658,2,0
8633630,594,4,1
8050047,622,3,0
6048680,636,3,0
4922734,603,4,0
1454794,619,3,0
7101821,646,3,0
4260463,533,5,1
5918490,672,2,0
2280203,598,4,0
4205161,726,1,0
4765821,641,3,1
5369590,669,2,0
1680523,556,4,1
1118848,659,2,0
5749285,735,1,0
6744637,571,4,0
4991477,509,5,1
2616205,626,3,0
2007934,678,2,0
6889981,634,3,0
6238176,657,2,0
5820678,637,3,0
7946965,684,2,0
2877561,692,2,0
7047567,723,1,0
7069051,562,4,0
5449669,713,1,0
2081349,598,4,0
4580778,584,4,0
7636397,651,3,0
5291335,626,3,0
5567448,583,4,0
4289123,674,2,0
1961905,633,3,0
4612284,559,4,1
8584572,684,2,0
2373091,735,1,0
4267324,636,3,0
1269925,756,1,0
2882473,653,3,0
3357892,685,2,0
7617481,682,2,0
2553234,774,1,0
7890012,697,2,0
2165351,614,3,0
6733204,584,4,1
5096588,641,3,0
6528734,643,3,0
2021963,680,2,0
5423923,679,2,0
3772158,563,4,0
1067669,742,1,0
4744929,532,5,1
4906003,607,4,1
4981578,686,2,1
5001814,634,3,0
2440434,730,1,0
1273611,545,5,0
8373345,531,5,0
7431518,697,2,0
3215472,677,2,0
5557443,656,2,0
1030143,634,3,0
2906359,751,1,0
7285064,645,3,0
4058072,587,4,0
3002299,555,5,0
4792678,556,4,1
1335117,648,3,0
3783531,562,4,0
7258185,596,4,0
3859923,554,5,0
6665216,667,2,0
5851653,632,3,1
1737356,525,5,0
3611286,649,3,0
4570465,587,4,1
6383101,712,1,0
6928881,667,2,0
6990394,645,3,0
3118724,646,3,0
5864535,606,4,1
3224310,598,4,0
2135773,612,3,0
3498275,490,5,1
5627376,635,3,0
6894544,694,2,0
8038807,686,2,0
5136010,655,2,0
5894894,521,5,0
5183117,672,2,0
2168984,533,5,0
8919556,673,2,0
8873003,683,2,0
3190566,548,5,0
6891209,628,3,0
2349734,749,1,0
8019493,607,4,1
2721623,685,2,0
4408488,650,3,0
4155437,568,4,0
5746142,681,2,0
8582355,662,2,0
4417198,566,4,0
5918878,580,4,0
6985554,597,4,0
4500354,656,2,0
6542730,741,1,0
4894594,695,2,0
7814104,669,2,0
7337338,716,1,0
6490869,666,2,0
2100829,733,1,0
2385096,475,5,0
4963158,558,4,0
1976547,589,4,1
8352529,633,3,0
6557988,686,2,1
6757594,689,2,0
3842204,673,2,1
7964164,649,3,0
2685945,579,4,1
3553471,592,4,0
2118635,591,4,0
2044719,728,1,1
8419252,649,3,0
1925180,642,3,1
2852293,626,3,0
1628363,615,3,0
6747106,655,2,0
7595098,752,1,0
8425387,582,4,0
2332956,520,5,1
5328237,626,3,0
5269776,637,3,0
8724194,558,4,1
2437702,715,1,0
8399441,547,5,0
3964026,683,2,0
4415763,669,2,0
7500422,616,3,0
2429834,606,4,0
5976325,682,2,0
4795685,694,2,0
8528290,571,4,0
6538976,605,4,1
6203032,760,1,0
6864481,648,3,0
4294684,693,2,0
3063966,652,3,1
1899325,706,2,0
4231925,585,4,0
6328138,613,3,0
6282008,640,3,0
4074480,674,2,0
8605191,594,4,0
3674432,696,2,0
4719420,595,4,0
7579723,682,2,1
6505931,522,5,0
2136532,710,1,0
7212875,673,2,0
3666279,631,3,0
8294885,775,1,0
1436334,683,2,0
6649387,615,3,0
2325952,692,2,1
7506533,659,2,1
5935610,523,5,1
7583358,653,3,0
6979004,557,4,0
8099678,725,1,0
3122757,645,3,0
3735509,643,3,0
6163884,656,2,0
5449290,547,5,0
2624090,591,4,0
8552887,670,2,0
8737744,535,5,0
4788945,680,2,0
8849531,604,4,0
6350228,587,4,0
5953991,680,2,0
3659357,610,3,0
7715955,688,2,0
2951271,736,1,0
7692292,629,3,0
8896053,565,4,0
4182456,635,3,0
7173017,502,5,1
7662017,751,1,0
4080181,636,3,1
4458023,637,3,0
1769864,627,3,1
1743855,808,1,0
4733481,628,3,0
8926250,699,2,1
6982915,571,4,0
8801271,656,2,1
1994622,702,2,0
5577735,598,4,0
4739563,583,4,0
2831029,585,4,0
8768241,631,3,0
3465582,710,1,0
5166994,587,4,0
7434183,595,4,1
4916162,718,1,0
3940405,696,2,0
4974939,641,3,0
7930626,597,4,0
1483377,636,3,0
1869686,622,3,1
7583003,705,2,0
4963164,627,3,0
6270923,587,4,0
8469963,466,5,1
2815777,676,2,0
5736580,665,2,1
1048623,645,3,0
6467769,536,5,1
4473386,670,2,0
4467576,577,4,0
3991729,648,3,0
1473500,693,2,0
4127457,638,3,1
3819169,653,3,0
8301445,726,1,0
3937900,610,3,0
3112394,607,4,0
5647158,744,1,0
1520115,708,1,0
7892975,640,3,0
2431885,642,3,0
5243213,655,2,0
6999739,536,5,0
6375728,573,4,0
6207716,596,4,1
7629971,578,4,1
5894347,678,2,0
8471910,481,5,0
6645706,626,3,0
7463831,599,4,0
2254219,671,2,0
1208264,719,1,0
4007276,652,3,0
4657503,689,2,0
4096201,672,2,1
4511773,686,2,0
6685377,508,5,0
6399908,508,5,1
3632088,632,3,0
6652713,674,2,0
4171785,711,1,0
8466806,610,3,0
6717133,611,3,1
1795767,563,4,1
5593974,687,2,0
7251499,680,2,0
5449533,617,3,0
7863317,650,3,0
4994481,691,2,0
7590166,630,3,0
6471692,647,3,0
2725587,731,1,0
6809367,648,3,1
6603449,632,3,0
3116295,644,3,1
5314521,701,2,0
8749364,597,4,0
7388400,618,3,1
1822990,586,4,0
1614863,606,4,0
1326443,608,4,0
6620420,601,4,0
8215007,611,3,0
8097159,604,4,0
3944581,610,3,0
5219766,684,2,0
6314026,658,2,0
6915560,557,4,1
3076393,607,4,0
3136897,539,5,0
4884959,665,2,0
1810103,666,2,0
3302159,746,1,0
4533385,547,5,0
8681980,683,2,0
5681159,572,4,0
3229628,647,3,0
8214578,614,3,0
2744800,555,5,0
8081952,555,5,0
7683882,536,5,1
8203165,670,2,0
4168771,627,3,0
6670185,609,3,0
3947324,484,5,0
1947128,585,4,0
6578481,596,4,0
3194189,671,2,0
3802810,601,4,0
1344601,640,3,1
6318664,548,5,0
5423738,698,2,0
1617987,615,3,0
4658741,610,3,1
7314559,657,2,0
8005686,631,3,1
6893696,604,4,0
4386807,545,5,0
7859074,607,4,0
1821099,610,3,0
4336999,663,2,0
5344900,653,3,0
4807664,584,4,0
4336859,666,2,0
8523984,577,4,0
4979535,687,2,0
4268474,622,3,0
1494038,693,2,0
8192699,626,3,1
5794193,693,2,0
1750998,753,1,1
2638135,665,2,0
3517176,558,4,0
3763070,695,2,0
8588634,780,1,0
2315454,669,2,0
5046534,527,5,0
5433156,640,3,0
1072598,681,2,0
7381325,562,4,0
1668823,516,5,1
4451280,647,3,1
6031983,657,2,0
3724819,532,5,0
2350873,641,3,0
2445395,733,1,0
8162735,624,3,1
1455778,620,3,0
8636616,612,3,0
3012281,573,4,0
3755430,623,3,0
5674473,602,4,1
7182304,734,1,0
4937023,626,3,0
4270371,620,3,0
6006627,628,3,0
1348007,612,3,0
1241331,703,2,0
3970405,604,4,0
3252341,614,3,0
1988418,555,5,0
1348919,616,3,0
3514390,652,3,0
4981459,647,3,0
5138863,626,3,0
1690256,617,3,0
2636867,612,3,0
1765571,530,5,1
2890174,674,2,0
1079084,581,4,0
1938991,553,5,1
6455088,537,5,1
7965320,611,3,0
1115451,637,3,0
5119030,732,1,0
2198093,726,1,0
1935628,697,2,0
2648715,740,1,0
2264619,636,3,1
7125810,660,2,0
6055644,598,4,0
4970769,603,4,0
4564468,578,4,0
1733052,666,2,0
1126833,646,3,0
4122255,674,2,0
2664159,621,3,0
5558065,536,5,1
5385503,719,1,0
3113458,697,2,0
6951188,682,2,1
7559335,561,4,1
8596080,634,3,0
7991219,604,4,0
4958127,591,4,1
2417390,683,2,0
5790604,687,2,0
1879770,690,2,0
6175720,544,5,0
6880120,524,5,1
5271979,814,1,0
8487754,724,1,0
6005346,679,2,0
5048086,597,4,0
2309060,622,3,1
8706571,663,2,0
2599380,713,1,0
1882500,631,3,0
2027416,629,3,0
7992322,713,1,1
8093755,676,2,0
3810126,508,5,1
2877278,743,1,0
7069015,665,2,0
7063915,654,3,0
6891512,533,5,1
4052934,623,3,1
3959189,640,3,0
1276156,693,2,0
8312844,663,2,0
3124263,656,2,0
7206283,561,4,0
1304152,602,4,0
1987518,616,3,0
2967504,606,4,0
6128986,581,4,1
8027560,678,2,0
5413704,605,4,0
3544034,603,4,0
1825960,677,2,0
1824322,676,2,0
4492826,570,4,1
5332721,646,3,0
4616115,633,3,0
3691430,724,1,0
2864463,724,1,0
3410829,695,2,0
5018937,734,1,0
6091483,637,3,0
4174561,631,3,0
5503645,686,2,0
7637797,587,4,0
3932103,661,2,0
7997832,644,3,0
6530038,617,3,0
5973127,669,2,0
7263525,659,2,0
1343245,603,4,1
1573684,549,5,0
4627267,674,2,1
3964444,603,4,0
3152858,608,4,0
4974645,746,1,0
5342322,618,3,0
3706367,628,3,0
3115555,711,1,0
1355916,626,3,0
5181774,626,3,0
8303811,560,4,0
7601619,680,2,0
5189718,698,2,0
5040093,669,2,0
8952882,674,2,0
3039045,699,2,0
8799516,672,2,0
3602557,629,3,0
8292696,618,3,0
4765074,603,4,0
1881253,481,5,1
5017501,578,4,0
1799300,692,2,1
3543898,561,4,0
7212136,563,4,0
7648219,600,4,1
8108695,638,3,0
3595597,647,3,0
1904741,633,3,0
4025637,669,2,0
2548151,565,4,0
3112168,673,2,0
5900235,663,2,0
8612842,668,2,0
5318403,604,4,0
2615934,645,3,0
7680070,704,2,0
2158294,690,2,0
3993912,622,3,0
3849392,618,3,0
7132101,660,2,0
5740743,578,4,1
4135781,641,3,0
3618130,582,4,0
7765941,718,1,0
2233473,632,3,0
4679713,640,3,0
8983919,593,4,0
7824177,641,3,0
4153251,579,4,1
5300545,599,4,0
2983789,668,2,0
2496106,712,1,0
7425321,603,4,0
4736083,653,3,0
8787428,682,2,0
7347209,740,1,0
7162567,645,3,0
4476939,684,2,0
7683801,636,3,0
1513323,591,4,1
1514591,650,3,0
4690144,699,2,0
2624654,572,4,1
3947749,751,1,0
5768075,556,4,0
1453237,664,2,0
6890222,661,2,0
6788057,529,5,0
5457262,701,2,1
4730881,640,3,0
2723991,645,3,0
1547099,665,2,0
4222389,551,5,1
2225658,735,1,0
5858977,689,2,0
1713636,656,2,0
1865989,704,2,0
2233141,790,1,0
7121417,612,3,0
1635632,663,2,0
1632918,608,4,0
3749490,601,4,0
5280527,718,1,0
6953185,534,5,1
8921425,567,4,0
8149516,606,4,1
8882833,694,2,0
7189155,616,3,0
6456727,615,3,0
6910211,655,2,0
1040223,600,4,0
4560384,564,4,0
8243006,560,4,0
2820579,727,1,0
4189740,678,2,0
2984857,658,2,0
6725522,616,3,0
4216227,612,3,0
6472993,624,3,1
8037888,601,4,1
1043679,699,2,0
5245050,671,2,0
1052659,504,5,0
8954156,630,3,0
4452000,628,3,0
6864676,685,2,0
5500737,713,1,0
6404009,687,2,0
2967189,828,1,0
6642573,527,5,1
5028983,455,5,1
6332299,649,3,0
3396038,747,1,0
1968703,555,5,0
1751297,627,3,0
1746209,664,2,0
1648023,534,5,1
3200059,633,3,0
2131597,614,3,0
4699766,639,3,0
4917011,724,1,0
4813483,558,4,1
3119485,604,4,0
8059228,643,3,0
7422107,650,3,0
6976720,714,1,0
2449444,591,4,1
8851564,689,2,0
7933477,739,1,0
8944922,687,2,0
7151152,622,3,0
8649445,603,4,0
6964790,638,3,0
3148078,656,2,0
1228769,699,2,0
2667527,560,4,0
5659472,634,3,0
6927592,644,3,0
6729260,763,1,0
5120838,586,4,0
4954128,549,5,0
2002306,647,3,0
7702474,615,3,0
7484866,629,3,0
3938226,641,3,0
7783843,689,2,0
8821536,640,3,0
2867874,558,4,0
8591326,658,2,0
6792797,481,5,1
5251394,683,2,1
1852648,721,1,0
4678142,759,1,0
7121852,636,3,0
1008374,589,4,1
4199964,721,1,0
3210736,695,2,0
4752462,628,3,0
4187099,658,2,0
5639634,688,2,0
4983282,627,3,0
7083271,587,4,0
1798608,596,4,0
5938407,583,4,0
8604183,607,4,0
3064362,629,3,0
6242167,689,2,0
2970684,727,1,0
7606739,612,3,0
6163905,664,2,0
4339462,521,5,0
7719132,671,2,0
7514818,580,4,0
8687585,665,2,0
3546474,642,3,0
2754971,593,4,1
1291493,632,3,0
1386949,574,4,0
5600112,596,4,1
4351916,544,5,0
4273778,539,5,0
5795243,621,3,0
2005259,702,2,0
7132330,726,1,0
7407944,605,4,0
3006063,651,3,0
4438673,595,4,0
7292203,706,2,0
4636709,665,2,0
1401953,749,1,0
4553898,740,1,0
4874526,636,3,1
7499427,552,5,1
4069973,571,4,0
7243343,705,2,0
8276852,682,2,0
7180627,594,4,0
5612885,585,4,0
5077610,663,2,1
5434532,684,2,0
8211873,662,2,0
2811271,623,3,0
7478819,644,3,0
2405579,753,1,0
6428396,516,5,0
8914418,683,2,0
3103236,573,4,1
8950330,601,4,0
8356382,659,2,0
6177484,673,2,0
5468259,724,1,0
4500592,554,5,0
3873416,591,4,1
3407530,572,4,1
3302386,732,1,0
7800395,594,4,0
6071082,718,1,0
5688804,678,2,0
3989584,611,3,1
7640476,564,4,0
1672736,663,2,0
1794775,677,2,0
2529399,553,5,0
7304383,527,5,1
8958453,634,3,0
5741355,633,3,0
5215298,694,2,0
7829500,629,3,0
3107585,575,4,0
7292667,566,4,0
7542470,543,5,0
4610896,648,3,0
8465225,733,1,0
1606543,550,5,1
3752178,636,3,0
3330128,572,4,1
6830147,639,3,0
1657388,617,3,1
1396795,618,3,0
8741762,738,1,0
7864664,710,1,0
6493232,610,3,0
1987614,699,2,0
6415679,680,2,0
2418889,739,1,0
5915659,635,3,1
3126294,670,2,0
5575582,584,4,0
2043580,504,5,1
3055212,644,3,0
1569612,682,2,0
3515872,711,1,0
8358006,690,2,0
6631077,669,2,0
5585914,706,2,0
5281248,760,1,0
5042679,717,1,1
8082310,651,3,0
7081861,644,3,0
1904567,605,4,1
8802604,635,3,0
8132539,712,1,0
6066255,713,1,0
2555071,613,3,0
2747479,679,2,0
5650696,554,5,1
2494206,597,4,1
3185774,741,1,0
1959581,594,4,1
2142830,570,4,0
1133238,663,2,0
5223337,730,1,0
4682533,632,3,1
2507800,772,1,0
3760445,624,3,0
6040639,598,4,1
4791554,651,3,0
5116193,633,3,0
7021959,658,2,1
8603652,693,2,0
3622154,626,3,0
7210089,645,3,0
7784359,563,4,0
1022832,645,3,0
6240198,670,2,0
5030357,637,3,1
4815379,530,5,0
7158859,596,4,0
6225091,566,4,1
7249263,603,4,0
8611523,647,3,0
2048484,683,2,0
7056055,662,2,0
8116163,610,3,0
2439936,651,3,0
1773897,671,2,0
4446317,585,4,1
2737258,592,4,0
4082667,679,2,0
8576157,718,1,0
6476884,708,1,0
2464449,585,4,0
5504287,633,3,0
2415824,574,4,0
5759214,670,2,0
3564498,593,4,0
2454364,514,5,1
4818800,583,4,1
3830278,695,2,1
5870866,691,2,0
1788259,681,2,0
2993046,619,3,0
6235806,618,3,1
2647463,606,4,0
8434792,692,2,0
3676250,677,2,0
6251297,626,3,0
1768789,643,3,0
7648999,705,2,0
1477889,722,1,0
7273820,550,5,1
7662162,570,4,0
5433645,544,5,0
8115161,718,1,0
2423397,625,3,0
7810742,692,2,0
1474772,719,1,0
7918960,732,1,0
1777604,635,3,0
3767720,725,1,0
7334762,713,1,0
6160336,557,4,0
6034181,619,3,0
2712304,630,3,0
5184936,643,3,0
6039380,711,1,0
7297935,801,1,0
2029268,689,2,0
7177425,648,3,0
7165720,718,1,0
8072278,627,3,1
1768086,645,3,0
1706428,633,3,0
6317368,679,2,0
7557978,620,3,0
7105829,652,3,0
7375643,633,3,0
5752604,678,2,0
7349297,563,4,1
5201032,539,5,1
1980000,624,3,0
4872115,617,3,0
1001679,630,3,1
5553457,663,2,0
6330984,645,3,0
3460130,481,5,0
4130680,642,3,0
4697103,743,1,0
8049425,680,2,0
2843964,617,3,0
6785073,667,2,0
3868035,645,3,0
2267962,690,2,0
1436431,598,4,0
4275054,666,2,1
7295548,679,2,0
5887188,743,1,0
1956249,673,2,0
3126861,555,5,0
3767024,671,2,0
5123106,680,2,1
4476824,666,2,0
7329618,668,2,0
5475178,546,5,1
1472129,584,4,0
5081277,702,2,0
6044901,608,4,0
5976524,759,1,0
3385276,696,2,0
4921889,688,2,0
5235766,616,3,0
4356266,577,4,0
3348588,629,3,0
7111666,611,3,0
6339023,518,5,0
1399937,709,1,0
2162750,695,2,0
8219678,658,2,1
6785922,606,4,0
4674324,623,3,0
6416904,642,3,0
4002168,545,5,1
5784127,626,3,0
2719478,639,3,0
4624381,709,1,0
5120326,611,3,0
2528020,733,1,0
1146826,550,5,0
1006053,648,3,0
6403706,676,2,0
2346075,574,4,0
6991491,513,5,1
7122255,628,3,0
1770145,651,3,0
7059831,571,4,0
3177567,619,3,1
2418977,587,4,0
7074178,595,4,0
5836331,654,3,1
8284349,632,3,0
8983663,554,5,1
4351165,688,2,0
3677047,515,5,1
8681882,659,2,0
6534104,650,3,0
6459308,565,4,0
7309843,711,1,0
1176371,619,3,0
6588805,597,4,0
1998587,586,4,0
6333910,619,3,0
2323172,737,1,0
6374334,468,5,1
3523294,749,1,0
3656873,679,2,0
4421158,709,1,0
2770586,749,1,0
5683326,588,4,0
8949248,627,3,1
6374734,657,2,0
7292536,600,4,0
3474602,593,4,0
2326807,666,2,0
6254295,608,4,0
2344839,525,5,0
5211114,622,3,0
5485390,545,5,0
4931828,707,1,0
7401619,531,5,1
6863453,750,1,0
2233796,617,3,0
8449838,637,3,0
5914582,761,1,0
7181126,673,2,0
3081820,664,2,0
1826981,748,1,0
3150534,539,5,1
5828413,636,3,0
3820855,567,4,0
1913363,679,2,1
3826397,633,3,1
1811116,690,2,1
6341938,587,4,0
2552078,648,3,0
3345973,726,1,0
4056816,714,1,0
1884834,591,4,0
5276880,651,3,0
6722916,618,3,0
4014524,652,3,0
8493063,593,4,0
1453159,618,3,0
7856839,701,2,0
2356052,786,1,0
7966012,663,2,0
8468575,716,1,1
8092199,561,4,0
6102283,638,3,0
4676992,700,2,0
5898093,586,4,0
5621177,636,3,0
7098690,551,5,0
8087285,538,5,1
3317995,594,4,0
1056926,573,4,0
4614229,624,3,0
6495056,690,2,0
8155135,668,2,0
8489334,654,3,0
8572282,616,3,1
4358145,612,3,0
6270488,608,4,0
7982709,625,3,0
4211673,719,1,0
2181504,687,2,0
1149356,702,2,0
5580684,647,3,0
7825515,594,4,0
4782742,597,4,0
1796240,599,4,1
4138357,510,5,1
8245455,558,4,1
8581973,638,3,0
4262157,653,3,0
5174396,690,2,0
4961614,639,3,0
2110034,474,5,1
8324528,604,4,0
3826881,608,4,1
8163621,641,3,0
4753341,789,1,0
4178166,584,4,1
1709208,702,2,0
2613804,670,2,0
8657440,621,3,0
6803348,670,2,0
1453920,546,5,0
4604178,553,5,1
1698232,670,2,0
1144774,577,4,0
1637226,709,1,0
3084726,608,4,0
2258541,630,3,0
8813405,655,2,0
7181963,630,3,0
4410379,728,1,0
2750017,752,1,0
7832950,550,5,1
6584082,650,3,0
2788549,586,4,0
2744876,739,1,0
3105944,626,3,1
4053452,585,4,1
4324314,586,4,1
1994487,707,1,0
8878340,670,2,0
3325919,625,3,0
3140036,700,2,0
7468444,615,3,0
6276803,662,2,0
3807118,598,4,1
1693412,561,4,0
4913183,637,3,0
3989074,505,5,0
6693973,647,3,0
1009008,681,2,0
2421191,575,4,0
6902855,654,3,0
8407162,626,3,0
8210150,647,3,0
5471928,708,1,0
2036810,612,3,1
7967878,638,3,0
1609696,662,2,0
7956289,735,1,0
5596504,625,3,0
2294318,670,2,0
6619756,614,3,0
6735771,677,2,0
3493854,647,3,0
4566972,649,3,0
8933339,643,3,0
7204221,597,4,0
4182057,571,4,1
5879746,668,2,0
2782832,588,4,0
2233535,611,3,1
1326677,611,3,0
2412559,605,4,1
6931696,637,3,0
4936052,633,3,0
6383977,680,2,0
1114243,551,5,0
2374618,587,4,1
3129753,581,4,0
8093543,698,2,0
2489631,653,3,0
3679077,638,3,0
7035236,575,4,1
7341002,631,3,0
3513225,652,3,0
8635185,687,2,0
2142229,775,1,0
6136138,681,2,0
6700858,650,3,0
5719293,691,2,0
6479705,585,4,0
5431607,554,5,0
1682267,703,2,0
2983510,642,3,0
7018596,713,1,0
5166744,664,2,0
2511415,612,3,0
1885759,658,2,0
6841830,528,5,1
7657536,688,2,0
6983699,627,3,0
4603885,705,2,0
5344555,612,3,0
7720796,698,2,0
2972996,739,1,0
5684090,593,4,0
5240059,706,2,0
4032414,538,5,0
1011585,577,4,0
8526904,643,3,0
1602783,691,2,0
2206905,649,3,0
4780828,620,3,1
8219066,737,1,0
6495931,602,4,0
1920380,645,3,0
4082211,683,2,0
1750387,591,4,0
1198894,617,3,0
6343028,584,4,1
7886399,714,1,0
8699119,515,5,1
5624986,687,2,0
4235596,684,2,0
5455116,717,1,0
2191517,587,4,0
4948378,578,4,0
7436999,625,3,1
5160026,644,3,0
8980310,595,4,0
8612359,567,4,0
4954762,650,3,0
8825751,639,3,0
1930232,662,2,0
6490104,703,2,0
5618652,673,2,0
4624019,551,5,0
1167473,521,5,1
4890594,652,3,0
4649475,620,3,0
6038492,713,1,0
7964809,611,3,0
3369823,612,3,0
3858747,628,3,0
4517833,558,4,0
1228057,709,1,0
4078949,671,2,0
2080576,676,2,0
7738914,583,4,0
5555262,643,3,1
6937403,612,3,0
4087694,581,4,0
4024001,501,5,1
3629868,603,4,0
7337914,553,5,0
6702409,490,5,1
5788935,598,4,0
6402420,616,3,0
4574612,703,2,0
2182486,724,1,0
3282300,647,3,0
1357064,587,4,1
6018700,718,1,0
4411163,702,2,0
7865054,638,3,0
5350534,603,4,0
6013470,640,3,0
5799400,698,2,0
6304167,615,3,0
5244790,650,3,0
1197421,685,2,0
4342998,617,3,0
1812014,668,2,0
6239834,555,5,0
7410501,522,5,1
8651006,624,3,1
1645335,737,1,0
1520123,670,2,0
8226781,605,4,0
1301580,641,3,0
2687878,662,2,0
3251778,671,2,0
2413817,666,2,0
5540681,576,4,0
2346430,640,3,0
8414006,678,2,0
4113985,653,3,0
3974195,611,3,0
5729607,704,2,0
5314585,572,4,0
8677600,616,3,0
6520753,632,3,0
1303053,610,3,1
4134624,603,4,0
3745916,631,3,0
7501010,520,5,1
3293347,656,2,0
7133077,548,5,0
5995793,594,4,0
2907463,662,2,0
5542299,708,1,0
2557285,613,3,0
4201280,564,4,0
1444366,668,2,0
1063565,693,2,0
2384703,474,5,1
5538161,648,3,0
3869790,629,3,1
2977717,655,2,0
4651836,612,3,0
1698882,666,2,0
3808599,680,2,0
2966500,633,3,0
2542510,646,3,0
8266691,691,2,0
6421307,495,5,1
8927242,652,3,0
2382521,693,2,0
4828113,538,5,1
2311547,649,3,0
7793516,604,4,1
1935267,701,2,0
6207761,628,3,0
5734095,607,4,0
5266853,599,4,0
1648745,601,4,0
7608644,632,3,1
1338811,695,2,0
5257620,600,4,0
8795461,605,4,0
4787814,641,3,0
2932527,683,2,0
4581352,697,2,0
3342765,674,2,0
5974112,699,2,0
2501479,600,4,0
8210974,622,3,0
7257613,581,4,1
7426763,660,2,0
1563844,653,3,0
4837967,661,2,0
4772898,649,3,0
3504956,749,1,0
6494144,521,5,0
2115143,483,5,0
4364947,566,4,1
7531400,667,2,0
3080588,666,2,0
5202417,720,1,0
2502214,614,3,0
2387597,684,2,0
1484451,546,5,1
5933016,621,3,0
4553536,687,2,0
8583455,646,3,1
5453687,615,3,0
3065326,571,4,0
5016598,685,2,0
6789185,594,4,0
8864483,650,3,0
7962400,651,3,0
8072238,692,2,1
1361045,685,2,0
3403165,604,4,0
7078223,679,2,0
2200372,617,3,0
6104758,583,4,1
1096072,699,2,0
2323585,750,1,0
3700188,642,3,0
8083037,642,3,1
5193803,652,3,0
2201059,742,1,0
5527592,616,3,0
6359212,679,2,0
6725412,642,3,0
3693917,749,1,0
4801095,646,3,0
6101820,684,2,0
3783862,564,4,1
7116748,539,5,0
2871383,646,3,0
4476839,523,5,0
5608759,591,4,0
6341937,685,2,0
8677850,679,2,0
7224937,707,1,0
1808120,646,3,0
3579022,676,2,0
2117221,701,2,1
8938093,590,4,1
1242469,607,4,0
5764371,593,4,0
6374521,567,4,1
6764340,686,2,0
3106052,607,4,0
3669060,623,3,0
5020799,626,3,1
8116726,656,2,0
2687190,658,2,0
1033142,566,4,0
8985202,683,2,0
1182311,612,3,0
8122936,707,1,0
3476375,611,3,0
7698326,816,1,0
3256258,707,1,0
3697554,539,5,0
2448851,633,3,0
7642154,551,5,0
8900160,646,3,0
8305136,692,2,0
6726712,651,3,1
3591119,619,3,0
1228437,643,3,0
